numerai_ticker,ticker_cleaned,name,market_country,trends_us
ASC,ASC,ardmore shipping,us,
CWEN-A,CWEN,clearway energy,us,
CWEN,CWEN,clearway energy,us,
SC,SC,santander consumer usa holdings,us,
FLIC,FLIC,first long island,us,
USFD,USFD,us foods holding,us,
PGEN,PGEN,precigen,us,
FOXF,FOXF,fox factory holding,us,
BUSE,BUSE,first busey,us,
AR,AR,antero resources,us,
FEYE,FEYE,fireeye,us,
MUSA,MUSA,murphy usa,us,
XLRN,XLRN,acceleron pharma,us,
HBNC,HBNC,horizon bancorp,us,
CHGG,CHGG,chegg,us,
BNFT,BNFT,benefitfocus,us,
FATE,FATE,fate therapeutics,us,
AAOI,AAOI,applied optoelectronics,us,
ISEE,ISEE,iveric bio,us,
RMAX,RMAX,remax holdings,us,
PINC,PINC,premier,us,
GLOB,GLOB,globant,us,
LGIH,LGIH,lgi homes,us,
RNG,RNG,ringcentral,us,
MGNX,MGNX,macrogenics,us,
BURL,BURL,burlington stores,us,
SAIC,SAIC,science applications international,us,
VEEV,VEEV,veeva systems,us,
PTC,PTC,ptc,us,
LKFN,LKFN,lakeland financial,us,
ESNT,ESNT,essent group,us,
AERI,AERI,aerie pharmaceuticals,us,
TCS,TCS,container store group,us,
TWTR,TWTR,twitter,us,
EXPI,EXPI,exp world holdings,us,
GLYC,GLYC,glycomimetics,us,
AMRX,AMRX,amneal pharmaceuticals,us,
TNDM,TNDM,tandem diabetes care,us,
KPTI,KPTI,karyopharm therapeutics,us,
XNCR,XNCR,xencor,us,
VCYT,VCYT,veracyte,us,
MMI,MMI,marcus millichap,us,
VRNS,VRNS,varonis systems,us,
CWH,CWH,camping world holdings,us,
NBTB,NBTB,nbt bancorp,us,
KIN,KIN,kindred biosciences,us,
RARE,RARE,ultragenyx pharmaceutical,us,
OSBC,OSBC,old second bancorp,us,
CARA,CARA,cara therapeutics,us,
STAY,STAY,extended stay america,us,
TACO,TACO,del taco restaurants,us,
INGN,INGN,inogen,us,
PRK,PRK,park national,us,
SFNC,SFNC,simmons first national,us,
MBUU,MBUU,malibu boats,us,
DENN,DENN,denny's,us,
GIII,GIII,giii apparel group,us,
ITCI,ITCI,intracellular therapies,us,
GSBC,GSBC,great southern bancorp,us,
DRNA,DRNA,dicerna pharmaceuticals,us,
RVNC,RVNC,revance therapeutics,us,
FLXN,FLXN,flexion therapeutics,us,
IBP,IBP,installed building products,us,
OGS,OGS,one gas,us,
KN,KN,knowles,us,
CNCE,CNCE,concert pharmaceuticals,us,
STBA,STBA,st bancorp,us,
LE,LE,lands' end,us,
CBAY,CBAY,cymabay therapeutics,us,
HEAR,HEAR,turtle beach,us,
LC,LC,lendingclub,us,
SABR,SABR,sabre,us,
AUB,AUB,atlantic union bankshares,us,
NLTX,NLTX,neoleukin therapeutics,us,
RESN,RESN,resonant,us,
PCTY,PCTY,paylocity holding,us,
QUOT,QUOT,quotient technology,us,
MGNI,MGNI,magnite,us,
EGRX,EGRX,eagle pharmaceuticals,us,
RMNI,RMNI,rimini street,us,
UVSP,UVSP,univest financial,us,
AKBA,AKBA,akebia therapeutics,us,
WASH,WASH,washington trust bancorp,us,
QTWO,QTWO,q2 holdings,us,
TWOU,TWOU,2u,us,
GRUB,GRUB,grubhub,us,
FIVN,FIVN,five9,us,
MC,MC,moelis,us,
AGTC,AGTC,applied genetic technologies,us,
MEDP,MEDP,medpace holdings,us,
AGRX,AGRX,agile therapeutics,us,
TMST,TMST,timkensteel,us,
CVBF,CVBF,cvb financial,us,
BOX,BOX,box,us,
TMX,TMX,terminix global holdings,us,
PAHC,PAHC,phibro animal health,us,
PAYC,PAYC,paycom software,us,
WMS,WMS,advanced drainage systems,us,
QTNT,QTNT,quotient,us,
SMG,SMG,scotts miraclegro,us,
NERV,NERV,minerva neurosciences,us,
CTLT,CTLT,catalent,us,
ZEN,ZEN,zendesk,us,
KEYS,KEYS,keysight technologies,us,
TBPH,TBPH,theravance biopharma,us,
DNOW,DNOW,now,us,
LOB,LOB,live oak bancshares,us,
PRMW,PRMW,primo water,us,
ARES,ARES,ares management,us,
OEC,OEC,orion engineered carbons,us,
HRTG,HRTG,heritage insurance holdings,us,
SLM,SLM,slm,us,
RYAM,RYAM,rayonier advanced materials,us,
TRUE,TRUE,truecar,us,
COG,COG,cabot oil gas,us,
MRNS,MRNS,marinus pharmaceuticals,us,
DMTK,DMTK,dermtech,us,
GPRO,GPRO,gopro,us,
ARDX,ARDX,ardelyx,us,
SNDX,SNDX,syndax pharmaceuticals,us,
AMPH,AMPH,amphastar pharmaceuticals,us,
VEC,VEC,vectrus,us,
FFWM,FFWM,first foundation,us,
SYF,SYF,synchrony financial,us,
DOOR,DOOR,masonite international,us,
RLMD,RLMD,relmada therapeutics,us,
ANET,ANET,arista networks,us,
CSCO,CSCO,cisco systems,us,True
HQY,HQY,healthequity,us,
HOLX,HOLX,hologic,us,
TRUP,TRUP,trupanion,us,
SAGE,SAGE,sage therapeutics,us,
CNNE,CNNE,cannae holdings,us,
ATEX,ATEX,anterix,us,
LNTH,LNTH,lantheus holdings,us,
XENT,XENT,intersect ent,us,
ATRA,ATRA,atara biotherapeutics,us,
OCUL,OCUL,ocular therapeutix,us,
BSIG,BSIG,brightsphere investment group,us,
ADVM,ADVM,adverum biotechnologies,us,
VKTX,VKTX,viking therapeutics,us,
AKTS,AKTS,akoustis technologies,us,
AXDX,AXDX,accelerate diagnostics,us,
LOCO,LOCO,el pollo loco holdings,us,
NBEV,NBEV,newage,us,
CFRX,CFRX,contrafect,us,
LBRDA,LBRDA,liberty broadband,us,
LBRDK,LBRDK,liberty broadband,us,
VICR,VICR,vicor,us,
AVNS,AVNS,avanos medical,us,
LSTR,LSTR,landstar system,us,
KMPR,KMPR,kemper,us,
UNVR,UNVR,univar solutions,us,
VYNE,VYNE,vyne therapeutics,us,
W,W,wayfair,us,
AAON,AAON,aaon,us,
CIVB,CIVB,civista bancshares,us,
RYTM,RYTM,rhythm pharmaceuticals,us,
GWB,GWB,great western bancorp,us,
CALA,CALA,calithera biosciences,us,
VBTX,VBTX,veritex holdings,us,
AFMD,AFMD,affimed,us,
PRAH,PRAH,pra health sciences,us,
CDK,CDK,cdk global,us,
MMSI,MMSI,merit medical systems,us,
FRPT,FRPT,freshpet,us,
CZR,CZR,caesars entertainment,us,
TBK,TBK,triumph bancorp,us,
CFG,CFG,citizens financial group,us,
CHRS,CHRS,coherus biosciences,us,
HUBS,HUBS,hubspot,us,
BOOT,BOOT,boot barn holdings,us,
FGEN,FGEN,fibrogen,us,
PANL,PANL,pangaea logistics solutions,us,
NVRO,NVRO,nevro,us,
WK,WK,workiva,us,
CRBP,CRBP,corbus pharmaceuticals holdings,us,
SIEN,SIEN,sientra,us,
SYNH,SYNH,syneos health,us,
UPLD,UPLD,upland software,us,
GRBK,GRBK,green brick partners,us,
JYNT,JYNT,joint,us,
AXTA,AXTA,axalta coating systems,us,
FND,FND,floor decor holdings,us,
NEWR,NEWR,new relic,us,
TBI,TBI,trueblue,us,
HCA,HCA,hca healthcare,us,
XLNX,XLNX,xilinx,us,
CURO,CURO,curo group holdings,us,
PARR,PARR,par pacific holdings,us,
GMS,GMS,gms,us,
PIRS,PIRS,pieris pharmaceuticals,us,
SUM,SUM,summit materials,us,
LCI,LCI,lannett,us,
VSTO,VSTO,vista outdoor,us,
ESTE,ESTE,earthstone energy,us,
SHAK,SHAK,shake shack,us,
INOV,INOV,inovalon holdings,us,
SYBT,SYBT,stock yards bancorp,us,
CC,CC,chemours,us,
TRMB,TRMB,trimble,us,
VERU,VERU,veru,us,
NVTA,NVTA,invitae,us,
EXPO,EXPO,exponent,us,
GDDY,GDDY,godaddy,us,
ENR,ENR,energizer holdings,us,
BHE,BHE,benchmark electronics,us,
FRTA,FRTA,forterra,us,
VRAY,VRAY,viewray,us,
SEDG,SEDG,solaredge technologies,us,
BLBD,BLBD,blue bird,us,
MTRX,MTRX,matrix service,us,
ESE,ESE,esco technologies,us,
CABO,CABO,cable one,us,
ETSY,ETSY,etsy,us,
BLD,BLD,topbuild,us,
PJT,PJT,pjt partners,us,
LITE,LITE,lumentum holdings,us,
ETH,ETH,ethan allen interiors,us,
BPMC,BPMC,blueprint medicines,us,
VIRT,VIRT,virtu financial,us,
OPRX,OPRX,optimizerx,us,
CVA,CVA,covanta holding,us,
CATY,CATY,cathay general bancorp,us,
CDAY,CDAY,ceridian hcm holding,us,
COLL,COLL,collegium pharmaceutical,us,
HAYN,HAYN,haynes international,us,
ALTA,ALTA,altabancorp,us,
PAVM,PAVM,pavmed,us,
CYH,CYH,community health systems,us,
DORM,DORM,dorman products,us,
AZO,AZO,autozone,us,
REGN,REGN,regeneron pharmaceuticals,us,
EVH,EVH,evolent health,us,
WING,WING,wingstop,us,
EXTN,EXTN,exterran,us,
X,X,united states steel,us,
GKOS,GKOS,glaukos,us,
IONS,IONS,ionis pharmaceuticals,us,
APPF,APPF,appfolio,us,
OLLI,OLLI,ollie's bargain outlet holdings,us,
ALRM,ALRM,alarmcom holdings,us,
FCFS,FCFS,firstcash,us,
DBI,DBI,designer brands,us,
NTRA,NTRA,natera,us,
MCRB,MCRB,seres therapeutics,us,
IDXX,IDXX,idexx laboratories,us,
AES,AES,aes,us,
HWC,HWC,hancock whitney,us,
TDOC,TDOC,teladoc health,us,
DIN,DIN,dine brands global,us,
KALU,KALU,kaiser aluminum,us,
ALKS,ALKS,alkermes,us,
MNST,MNST,monster beverage,us,
VRTX,VRTX,vertex pharmaceuticals,us,
MNRO,MNRO,monro,us,
LIND,LIND,lindblad expeditions holdings,us,
PRGS,PRGS,progress software,us,
MTG,MTG,mgic investment,us,
TVTY,TVTY,tivity health,us,
ZBRA,ZBRA,zebra technologies,us,
EZPW,EZPW,ezcorp,us,
PRA,PRA,proassurance,us,
BOKF,BOKF,bok financial,us,
SPNE,SPNE,seaspine holdings,us,
FIZZ,FIZZ,national beverage,us,
BIIB,BIIB,biogen,us,
MSGS,MSGS,madison square garden sports,us,
RPD,RPD,rapid7,us,
OOMA,OOMA,ooma,us,
CHMA,CHMA,chiasma,us,
DSKE,DSKE,daseke,us,
AGLE,AGLE,aeglea biotherapeutics,us,
FLOW,FLOW,spx flow,us,
PYPL,PYPL,paypal holdings,us,True
ODFL,ODFL,old dominion freight line,us,
TRU,TRU,transunion,us,
HMN,HMN,horace mann educators,us,
WNC,WNC,wabash national,us,
LILA,LILA,liberty latin america,us,
LILAK,LILAK,liberty latin america,us,
WRLD,WRLD,world acceptance,us,
WETF,WETF,wisdomtree investments,us,
PRGO,PRGO,perrigo,us,
TTEK,TTEK,tetra tech,us,
AMSC,AMSC,american superconductor,us,
QCOM,QCOM,qualcomm,us,True
GILD,GILD,gilead sciences,us,
PLNT,PLNT,planet fitness,us,
RUN,RUN,sunrun,us,
MCFT,MCFT,mastercraft boat holdings,us,
ROP,ROP,roper technologies,us,
SNPS,SNPS,synopsys,us,
ELY,ELY,callaway golf,us,
VRTS,VRTS,virtus investment partners,us,
MHK,MHK,mohawk industries,us,
LIN,LIN,linde,us,True
CNR,CNR,cornerstone building brands,us,
RNST,RNST,renasant,us,
AGCO,AGCO,agco,us,
HLI,HLI,houlihan lokey,us,
BKE,BKE,buckle,us,
OLED,OLED,universal display,us,
BSX,BSX,boston scientific,us,
KSS,KSS,kohl's,us,
VBIV,VBIV,vbi vaccines,us,
STE,STE,steris,us,
USPH,USPH,us physical therapy,us,
BBBY,BBBY,bed bath beyond,us,
CACC,CACC,credit acceptance,us,
DHI,DHI,dr horton,us,
GBT,GBT,global blood therapeutics,us,
COLB,COLB,columbia banking system,us,
GPK,GPK,graphic packaging holding,us,
TWNK,TWNK,hostess brands,us,
FCEL,FCEL,fuelcell energy,us,
SBUX,SBUX,starbucks,us,True
CENT,CENT,central garden pet,us,
CENTA,CENTA,central garden pet,us,
WIRE,WIRE,encore wire,us,
KW,KW,kennedywilson holdings,us,
CAKE,CAKE,cheesecake factory,us,
LFUS,LFUS,littelfuse,us,
ASGN,ASGN,asgn,us,
PSTG,PSTG,pure storage,us,
MTX,MTX,minerals technologies,us,
PDCO,PDCO,patterson companies,us,
SITE,SITE,siteone landscape supply,us,
RDN,RDN,radian group,us,
SGRY,SGRY,surgery partners,us,
KAI,KAI,kadant,us,
LGND,LGND,ligand pharmaceuticals,us,
GTLS,GTLS,chart industries,us,
SM,SM,sm energy,us,
MTCH,MTCH,match group,us,
KURA,KURA,kura oncology,us,
CTMX,CTMX,cytomx therapeutics,us,
NVCR,NVCR,novocure,us,
HOME,HOME,at home group,us,
RGNX,RGNX,regenxbio,us,
PEN,PEN,penumbra,us,
HPE,HPE,hewlett packard enterprise,us,
ANAB,ANAB,anaptysbio,us,
BRP,BRP,brp group,us,
ABTX,ABTX,allegiance bancshares,us,
DLTH,DLTH,duluth holdings,us,
WVE,WVE,wave life sciences,us,
VYGR,VYGR,voyager therapeutics,us,
AXSM,AXSM,axsome therapeutics,us,
APLS,APLS,apellis pharmaceuticals,us,
RRR,RRR,red rock resorts,us,
SQ,SQ,square,us,
MIME,MIME,mimecast,us,
TEAM,TEAM,atlassian,us,
WBT,WBT,welbilt,us,
RMR,RMR,rmr group,us,
FTV,FTV,fortive,us,
AGR,AGR,avangrid,us,
OCX,OCX,oncocyte,us,
NTNX,NTNX,nutanix,us,
HRI,HRI,herc holdings,us,
TRHC,TRHC,tabula rasa healthcare,us,
GCP,GCP,gcp applied technologies,us,
TCMD,TCMD,tactile systems technology,us,
EDIT,EDIT,editas medicine,us,
RETA,RETA,reata pharmaceuticals,us,
EIGR,EIGR,eiger biopharmaceuticals,us,
NGVT,NGVT,ingevity,us,
NTLA,NTLA,intellia therapeutics,us,
BATRK,BATRK,liberty braves group,us,
FWONA,FWONA,formula one group,us,
FWONK,FWONK,formula one group,us,
BALY,BALY,bally's,us,
ADNT,ADNT,adient,us,
SELB,SELB,selecta biosciences,us,
TWLO,TWLO,twilio,us,
VVV,VVV,valvoline,us,
JELD,JELD,jeldwen holding,us,
PI,PI,impinj,us,
SYRS,SYRS,syros pharmaceuticals,us,
HGV,HGV,hilton grand vacations,us,
KDMN,KDMN,kadmon holdings,us,
KIDS,KIDS,orthopediatrics,us,
TPIC,TPIC,tpi composites,us,
GOLF,GOLF,acushnet holdings,us,
SMPL,SMPL,simply good foods,us,
HONE,HONE,harborone bancorp,us,
AA,AA,alcoa,us,
KNSL,KNSL,kinsale capital group,us,
YETI,YETI,yeti holdings,us,
FHB,FHB,first hawaiian,us,
PTGX,PTGX,protagonist therapeutics,us,
INSW,INSW,international seaways,us,
MDGL,MDGL,madrigal pharmaceuticals,us,
NLS,NLS,nautilus,us,
CREE,CREE,cree,us,
DFIN,DFIN,donnelley financial solutions,us,
LIVN,LIVN,livanova,us,
CRY,CRY,cryolife,us,
UEIC,UEIC,universal electronics,us,
FBK,FBK,fb financial,us,
EVBG,EVBG,everbridge,us,
TTD,TTD,trade desk,us,
ELF,ELF,elf beauty,us,
HUM,HUM,humana,us,
AVID,AVID,avid technology,us,
INTU,INTU,intuit,us,True
SCVL,SCVL,shoe carnival,us,
CSTR,CSTR,capstar financial holdings,us,
MCHP,MCHP,microchip technology,us,
BOMN,BOMN,boston omaha,us,
CHS,CHS,chico's fas,us,
FLGT,FLGT,fulgent genetics,us,
BANF,BANF,bancfirst,us,
CB,CB,chubb,us,
DZSI,DZSI,dzs,us,
COUP,COUP,coupa software,us,
SANM,SANM,sanmina,us,
TCBK,TCBK,trico bancshares,us,
ATR,ATR,aptargroup,us,
ORLY,ORLY,o'reilly automotive,us,
RCL,RCL,royal caribbean group,us,
HWM,HWM,howmet aerospace,us,
AVNT,AVNT,avient,us,
JBL,JBL,jabil,us,
RGA,RGA,reinsurance group america,us,
GABC,GABC,german american bancorp,us,
CDW,CDW,cdw,us,
RIG,RIG,transocean,us,
ALL,ALL,allstate,us,
IRTC,IRTC,irhythm technologies,us,
LGF-A,LGF,lions gate entertainment,us,
LGF-B,LGF,lions gate entertainment,us,
OFIX,OFIX,orthofix medical,us,
SPNS,SPNS,sapiens international,us,
PZZA,PZZA,papa john's international,us,
THRM,THRM,gentherm,us,
BL,BL,blackline,us,
YUMC,YUMC,yum china holdings,us,
GRWG,GRWG,growgeneration,us,
BCO,BCO,brink's,us,
MCRI,MCRI,monarch casino resort,us,
CNDT,CNDT,conduent,us,
BWA,BWA,borgwarner,us,
SPTN,SPTN,spartannash,us,
PFGC,PFGC,performance food group,us,
LW,LW,lamb weston holdings,us,
ARWR,ARWR,arrowhead pharmaceuticals,us,
CASH,CASH,meta financial group,us,
KDP,KDP,keurig dr pepper,us,
MAR,MAR,marriott international,us,
BDC,BDC,belden,us,
QCRH,QCRH,qcr holdings,us,
VREX,VREX,varex imaging,us,
BYD,BYD,boyd gaming,us,
CKPT,CKPT,checkpoint therapeutics,us,
DECK,DECK,deckers outdoor,us,
ALBO,ALBO,albireo pharma,us,
COST,COST,costco wholesale,us,True
FFIN,FFIN,first financial bankshares,us,
PTEN,PTEN,pattersonuti energy,us,
INCY,INCY,incyte,us,
ROCK,ROCK,gibraltar industries,us,
ITRI,ITRI,itron,us,
URBN,URBN,urban outfitters,us,
CNTY,CNTY,century casinos,us,
CARS,CARS,carscom,us,
UFPI,UFPI,ufp industries,us,
ICHR,ICHR,ichor holdings,us,
FWRD,FWRD,forward air,us,
BYSI,BYSI,beyondspring,us,
BPFH,BPFH,boston private financial holdings,us,
VIAV,VIAV,viavi solutions,us,
KALV,KALV,kalvista pharmaceuticals,us,
NYCB,NYCB,new york community bancorp,us,
CASA,CASA,casa systems,us,
SHOO,SHOO,steven madden,us,
EMN,EMN,eastman chemical,us,
UFPT,UFPT,ufp technologies,us,
LNG,LNG,cheniere energy,us,
MED,MED,medifast,us,
NEX,NEX,nextier oilfield solutions,us,
HAIN,HAIN,hain celestial group,us,
WTTR,WTTR,select energy services,us,
JNCE,JNCE,jounce therapeutics,us,
DSPG,DSPG,dsp group,us,
MLM,MLM,martin marietta materials,us,
TSCO,TSCO,tractor supply,us,
ALB,ALB,albemarle,us,
BZH,BZH,beazer homes usa,us,
IVZ,IVZ,invesco,us,
WRK,WRK,westrock,us,
BCRX,BCRX,biocryst pharmaceuticals,us,
NNBR,NNBR,nn,us,
CPRT,CPRT,copart,us,
SCSC,SCSC,scansource,us,
MPAA,MPAA,motorcar parts america,us,
LMNR,LMNR,limoneira,us,
FMBH,FMBH,first mid bancshares,us,
EXP,EXP,eagle materials,us,
AEO,AEO,american eagle outfitters,us,
HLNE,HLNE,hamilton lane,us,
IR,IR,ingersoll rand,us,
NKTR,NKTR,nektar therapeutics,us,
PUMP,PUMP,propetro holding,us,
ABCB,ABCB,ameris bancorp,us,
TELL,TELL,tellurian,us,
PENN,PENN,penn national gaming,us,
SSD,SSD,simpson manufacturing,us,
LBRT,LBRT,liberty oilfield services,us,
HCC,HCC,warrior met coal,us,
FDP,FDP,fresh del monte produce,us,
GBX,GBX,greenbrier companies,us,
SOI,SOI,solaris oilfield infrastructure,us,
ARD,ARD,ardagh group,us,
ADTN,ADTN,adtran,us,
AMED,AMED,amedisys,us,
YEXT,YEXT,yext,us,
DAR,DAR,darling ingredients,us,
AYX,AYX,alteryx,us,
SIRI,SIRI,sirius xm holdings,us,
RS,RS,reliance steel aluminum,us,
OKTA,OKTA,okta,us,
KNX,KNX,knightswift transportation holdings,us,
AZPN,AZPN,aspen technology,us,
CVLG,CVLG,covenant logistics group,us,
NWBI,NWBI,northwest bancshares,us,
CADE,CADE,cadence bancorporation,us,
COF,COF,capital one financial,us,
CVNA,CVNA,carvana,us,
CLDR,CLDR,cloudera,us,
URGN,URGN,urogen pharma,us,
VERI,VERI,veritone,us,
BHVN,BHVN,biohaven pharmaceutical holding,us,
AM,AM,antero midstream,us,
OVID,OVID,ovid therapeutics,us,
SVRA,SVRA,savara,us,
APPN,APPN,appian,us,
MGY,MGY,magnolia oil gas,us,
GNTY,GNTY,guaranty bancshares,us,
GTHX,GTHX,g1 therapeutics,us,
FOCS,FOCS,focus financial partners,us,
HAFC,HAFC,hanmi financial,us,
AGS,AGS,playags,us,
NSIT,NSIT,insight enterprises,us,
SSTI,SSTI,shotspotter,us,
RCII,RCII,rentacenter,us,
WOW,WOW,wideopenwest,us,
BRKS,BRKS,brooks automation,us,
SGH,SGH,smart global holdings,us,
ACIW,ACIW,aci worldwide,us,
BY,BY,byline bancorp,us,
DLTR,DLTR,dollar tree,us,
NATI,NATI,national instruments,us,
MRSN,MRSN,mersana therapeutics,us,
ABC,ABC,amerisourcebergen,us,
CBZ,CBZ,cbiz,us,
BMRC,BMRC,bank marin bancorp,us,
BHF,BHF,brighthouse financial,us,
HLIT,HLIT,harmonic,us,
DRI,DRI,darden restaurants,us,
RMD,RMD,resmed,us,
BBCP,BBCP,concrete pumping holdings,us,
RDFN,RDFN,redfin,us,
BKR,BKR,baker hughes,us,
PETQ,PETQ,petiq,us,
GNPX,GNPX,genprex,us,
MTEM,MTEM,molecular templates,us,
PQG,PQG,pq group holdings,us,
MBIO,MBIO,mustang bio,us,
KRYS,KRYS,krystal biotech,us,
CEIX,CEIX,consol energy,us,
ROKU,ROKU,roku,us,
DCPH,DCPH,deciphera pharmaceuticals,us,
OPTN,OPTN,optinose,us,
SWCH,SWCH,switch,us,
SPRO,SPRO,spero therapeutics,us,
MDB,MDB,mongodb,us,
FNKO,FNKO,funko,us,
ALTR,ALTR,altair engineering,us,
CARG,CARG,cargurus,us,
BAND,BAND,bandwidth,us,
EYE,EYE,national vision holdings,us,
CBTX,CBTX,cbtx,us,
OSW,OSW,onespaworld holdings,us,
AQUA,AQUA,evoqua water technologies,us,
MBIN,MBIN,merchants bancorp,us,
SAIL,SAIL,sailpoint technologies holdings,us,
CUE,CUE,cue biopharma,us,
SFIX,SFIX,stitch fix,us,
ARCT,ARCT,arcturus therapeutics holdings,us,
NMRK,NMRK,newmark group,us,
EQH,EQH,equitable holdings,us,
WSC,WSC,willscot mobile mini holdings,us,
DNLI,DNLI,denali therapeutics,us,
QTRX,QTRX,quanterix,us,
ODT,ODT,odonate therapeutics,us,
AVYA,AVYA,avaya holdings,us,
VMD,VMD,viemed healthcare,us,
GTES,GTES,gates industrial,us,
SLDB,SLDB,solid biosciences,us,
RCKT,RCKT,rocket pharmaceuticals,us,
EOLS,EOLS,evolus,us,
ADT,ADT,adt,us,
CDLX,CDLX,cardlytics,us,
WHD,WHD,cactus,us,
BTAI,BTAI,bioxcel therapeutics,us,
NBSE,NBSE,neubase therapeutics,us,
ZS,ZS,zscaler,us,
CLBK,CLBK,columbia financial,us,
PRPL,PRPL,purple innovation,us,
BWB,BWB,bridgewater bancshares,us,
RCUS,RCUS,arcus biosciences,us,
DBX,DBX,dropbox,us,
SPOT,SPOT,spotify technology,us,
ZUO,ZUO,zuora,us,
FIXX,FIXX,homology medicines,us,
WH,WH,wyndham hotels resorts,us,
SMAR,SMAR,smartsheet,us,
DOCU,DOCU,docusign,us,
UBX,UBX,unity biotechnology,us,
CHX,CHX,championx,us,
LASR,LASR,nlight,us,
GSHD,GSHD,goosehead insurance,us,
ROAD,ROAD,construction partners,us,
LOVE,LOVE,lovesac,us,
INSP,INSP,inspire medical systems,us,
EVLO,EVLO,evelo biosciences,us,
SRRK,SRRK,scholar rock holding,us,
KNSA,KNSA,kiniksa pharmaceuticals,us,
OBNK,OBNK,origin bancorp,us,
XAIR,XAIR,beyond air,us,
MGTA,MGTA,magenta therapeutics,us,
GSKY,GSKY,greensky,us,
EVOP,EVOP,evo payments,us,
MGTX,MGTX,meiragtx holdings,us,
VRCA,VRCA,verrica pharmaceuticals,us,
USX,USX,us xpress enterprises,us,
TCDA,TCDA,tricida,us,
TBIO,TBIO,translate bio,us,
DOMO,DOMO,domo,us,
AVLR,AVLR,avalara,us,
KZR,KZR,kezar life sciences,us,
BV,BV,brightview holdings,us,
IIIV,IIIV,i3 verticals,us,
SKY,SKY,skyline champion,us,
AVRO,AVRO,avrobio,us,
XERS,XERS,xeris pharmaceuticals,us,
BE,BE,bloom energy,us,
RPAY,RPAY,repay holdings,us,
EVER,EVER,everquote,us,
BJ,BJ,bj's wholesale club holdings,us,
REPL,REPL,replimune group,us,
RUBY,RUBY,rubius therapeutics,us,
ALLK,ALLK,allakos,us,
CRNX,CRNX,crinetics pharmaceuticals,us,
CNST,CNST,constellation pharmaceuticals,us,
AQST,AQST,aquestive therapeutics,us,
IAA,IAA,iaa,us,
PRVB,PRVB,provention bio,us,
TENB,TENB,tenable holdings,us,
ARLO,ARLO,arlo technologies,us,
SONO,SONO,sonos,us,
CWK,CWK,cushman wakefield,us,
LQDA,LQDA,liquidia,us,
IMXI,IMXI,international money express,us,
FTDR,FTDR,frontdoor,us,
ELAN,ELAN,elanco animal health,us,
MESA,MESA,mesa air group,us,
AMTB,AMTB,amerant bancorp,us,
CRK,CRK,comstock resources,us,
FLMN,FLMN,falcon minerals,us,
LTHM,LTHM,livent,us,
REZI,REZI,resideo technologies,us,
STRO,STRO,sutro biopharma,us,
EB,EB,eventbrite,us,
ARVN,ARVN,arvinas,us,
GRTS,GRTS,gritstone bio,us,
UPWK,UPWK,upwork,us,
GH,GH,guardant health,us,
KOD,KOD,kodiak sciences,us,
YMAB,YMAB,ymabs therapeutics,us,
SVMK,SVMK,svmk,us,
ALLO,ALLO,allogene therapeutics,us,
SIBN,SIBN,sibone,us,
PHAS,PHAS,phasebio pharmaceuticals,us,
NGM,NGM,ngm biopharmaceuticals,us,
PLAN,PLAN,anaplan,us,
TWST,TWST,twist bioscience,us,
ESTC,ESTC,elastic,us,
VRRM,VRRM,verra mobility,us,
STNE,STNE,stoneco,us,
VAPO,VAPO,vapotherm,us,
AMK,AMK,assetmark financial holdings,us,
ETRN,ETRN,equitrans midstream,us,
AXNX,AXNX,axonics,us,
MRNA,MRNA,moderna,us,
WTRH,WTRH,waitr holdings,us,
DOW,DOW,dow,us,
SI,SI,silvergate capital,us,
BYND,BYND,beyond meat,us,
ORGO,ORGO,organogenesis holdings,us,
GOSS,GOSS,gossamer bio,us,
HARP,HARP,harpoon therapeutics,us,
TCRR,TCRR,tcr2 therapeutics,us,
PSTX,PSTX,poseida therapeutics,us,
ALEC,ALEC,alector,us,
FOXA,FOXA,fox,us,
FOX,FOX,fox,us,
KLDO,KLDO,kaleido biosciences,us,
WTRE,WTRE,watford holdings,us,
CVET,CVET,covetrus,us,
SWAV,SWAV,shockwave medical,us,
LYFT,LYFT,lyft,us,
SILK,SILK,silk road medical,us,
DTIL,DTIL,precision biosciences,us,
TW,TW,tradeweb markets,us,
TH,TH,target hospitality,us,
PLMR,PLMR,palomar holdings,us,
CHNG,CHNG,change healthcare,us,
PD,PD,pagerduty,us,
DSSI,DSSI,diamond s shipping,us,
MNRL,MNRL,brigham minerals,us,
ZM,ZM,zoom video communications,us,
TPTX,TPTX,turning point therapeutics,us,
PINS,PINS,pinterest,us,
HOOK,HOOK,hookipa pharma,us,
KTB,KTB,kontoor brands,us,
TMDX,TMDX,transmedics group,us,
AVTR,AVTR,avantor,us,
UBER,UBER,uber technologies,us,
NXTC,NXTC,nextcure,us,
APLT,APLT,applied therapeutics,us,
CRTX,CRTX,cortexyme,us,
FSLY,FSLY,fastly,us,
WORK,WORK,slack technologies,us,
IDYA,IDYA,ideaya biosciences,us,
PSN,PSN,parsons,us,
CTVA,CTVA,corteva,us,
CRWD,CRWD,crowdstrike holdings,us,
PSNL,PSNL,personalis,us,
STOK,STOK,stoke therapeutics,us,
BBIO,BBIO,bridgebio pharma,us,
AKRO,AKRO,akero therapeutics,us,
BCEL,BCEL,atreca,us,
ADPT,ADPT,adaptive biotechnologies,us,
MORF,MORF,morphic holding,us,
REAL,REAL,realreal,us,
